frame,Fish1_P1_x,Fish1_P1_y,Fish1_P1_z,Fish1_P2_x,Fish1_P2_y,Fish1_P2_z,Fish1_P3_x,Fish1_P3_y,Fish1_P3_z,Fish1_P4_x,Fish1_P4_y,Fish1_P4_z,Fish1_P5_x,Fish1_P5_y,Fish1_P5_z,Fish1_P6_x,Fish1_P6_y,Fish1_P6_z,Fish1_P7_x,Fish1_P7_y,Fish1_P7_z,Fish1_P8_x,Fish1_P8_y,Fish1_P8_z,Fish1_P9_x,Fish1_P9_y,Fish1_P9_z,Fish1_P10_x,Fish1_P10_y,Fish1_P10_z,Fish1_P11_x,Fish1_P11_y,Fish1_P11_z,Fish1_P12_x,Fish1_P12_y,Fish1_P12_z,Fish1_P13_x,Fish1_P13_y,Fish1_P13_z
463,1035.6242,307.9581,3.4314,1025.4565,309.9354,3.3521,1015.6153,310.6043,2.0558,1005.6001,311.3782,0.2816,995.6891,312.3960,-1.8460,985.6159,313.9438,-3.0246,976.2263,316.3645,-3.6355,966.2272,319.6871,-2.9847,956.9390,323.8866,-2.2681,947.7285,328.0121,-0.3436,938.3105,331.9454,1.8013,928.5645,334.8564,3.2377,918.8177,335.8910,3.2617
464,1037.2873,308.3369,3.0829,1027.5200,310.0747,3.7655,1017.3456,310.8193,2.7906,1007.5361,311.9808,1.5176,997.1186,312.3113,-0.4514,987.3487,313.4712,-2.0665,977.2196,315.4005,-3.2074,968.1219,318.2592,-3.6648,958.5534,322.0917,-2.7276,949.3728,326.4890,-1.5429,939.8196,330.4956,0.5007,930.2679,334.0967,2.3894,920.6150,335.9621,3.1255
465,1039.1030,307.4935,2.8307,1029.3916,309.8804,3.5877,1019.4424,311.4865,3.4391,1009.4080,312.2060,2.1794,998.8686,312.5698,0.5431,989.2058,313.5301,-0.8706,979.0666,315.1949,-2.6214,969.6495,317.0970,-3.6372,959.7695,320.7414,-3.4685,950.5563,324.8496,-2.4028,941.3159,328.9925,-0.4717,932.0019,332.8497,1.2787,922.4987,336.3563,3.0441
466,1041.0608,307.1943,1.9023,1031.3074,309.7050,3.2039,1021.3313,311.4397,3.6689,1011.3601,312.5589,2.8507,1001.1940,313.6177,1.4166,991.3580,314.0462,-0.2524,981.2563,314.7312,-1.7643,971.5930,316.3814,-3.0195,961.5934,319.1673,-3.7794,952.1453,322.7582,-3.0672,942.8051,327.4753,-1.6064,933.5953,331.9440,-0.0404,924.0320,335.7008,1.7813
467,1042.7011,306.7226,0.7956,1032.8106,309.1915,2.2649,1022.8958,311.3622,3.5867,1013.3088,313.3715,3.3877,1003.0948,313.8628,2.6897,993.1941,314.2314,1.0234,982.8514,314.8006,-0.7972,972.6819,316.1427,-2.5326,963.2322,318.1387,-3.5335,953.5368,321.1931,-3.4176,944.2740,325.5169,-2.5380,935.3978,329.9572,-0.9865,925.6569,334.5281,0.9713
468,1044.2224,305.6572,-0.3890,1034.7015,308.5778,1.6268,1025.0119,311.4748,3.0921,1014.8883,313.0379,3.2715,1005.2600,314.4039,3.1793,995.1124,314.6980,1.9992,984.7984,315.2387,0.2778,974.8489,315.7811,-1.7815,964.9871,317.4325,-3.2666,955.1385,319.9814,-3.6749,945.7972,323.6798,-3.1992,936.4522,328.3714,-2.2491,927.1865,332.9997,-0.4199
469,1045.6024,304.9800,-1.5358,1036.4235,307.9494,0.0432,1026.5741,310.9296,2.2297,1016.9478,313.1580,3.2467,1007.2131,314.8814,3.6123,996.9600,315.6231,2.8444,986.8264,315.8935,1.2647,976.9793,316.0542,-0.7083,966.6492,316.8143,-2.1764,956.5719,318.9730,-3.1284,947.2162,322.0704,-3.2688,937.9338,326.0550,-2.7232,928.8303,331.1490,-1.2635
470,1047.6002,304.2933,-2.3543,1037.7930,307.2493,-0.5850,1028.4344,310.4149,1.3379,1018.7778,312.8439,2.6341,1008.9480,314.8941,3.5059,998.5972,316.2849,3.2884,989.0184,316.3520,2.5715,978.7974,316.4886,0.7242,968.3338,317.2961,-1.1052,958.5264,318.3925,-2.8164,948.9572,321.0286,-3.3988,939.5080,324.7693,-3.2779,930.1079,329.0706,-2.3536
471,1049.0737,303.2040,-3.0563,1039.8122,306.1415,-1.7914,1030.0205,309.2195,0.3041,1020.6750,312.4867,1.8583,1010.8414,314.9259,3.3595,1000.8983,316.7617,3.7729,990.7407,317.3774,3.1892,980.6686,317.4078,1.7414,970.1853,317.7683,-0.0561,960.1945,318.2245,-1.7909,950.2564,320.2020,-3.2956,940.9736,323.0670,-3.3597,931.3505,326.7326,-3.0597
472,1050.6701,302.0482,-3.4159,1041.4710,305.0148,-2.4578,1031.4614,308.4637,-0.7121,1021.8856,311.9456,0.7346,1012.5392,314.5000,2.3872,1002.7853,316.3347,3.3336,993.0983,318.1573,3.5764,982.8545,318.3365,2.4971,972.4586,318.5233,1.1507,962.3532,318.1110,-0.8847,952.1706,319.5583,-2.5154,942.2279,321.8287,-3.3925,932.9304,324.9567,-3.4667
473,1052.4812,301.7241,-3.6412,1042.6720,304.3708,-3.4253,1033.3829,307.2518,-1.8744,1024.1012,310.7863,-0.3249,1014.2224,313.9143,1.4748,1004.5965,316.3825,2.8216,994.7449,318.1669,3.6803,984.5817,319.0880,3.3921,974.4224,319.3176,1.8470,964.0894,319.0766,0.2078,953.9888,319.2792,-1.9815,944.1815,320.8159,-3.0921,934.6000,323.8051,-3.6345
474,1054.1309,300.9962,-3.2012,1044.3388,303.4245,-3.4919,1034.9479,306.4791,-3.1043,1025.2100,309.7328,-1.2412,1015.7141,312.9728,0.4804,1006.3047,316.0442,2.2543,996.7737,318.6591,3.4527,986.6444,319.4640,3.6055,976.3148,320.2021,2.8950,966.2321,319.7690,1.4341,955.8072,319.9306,-0.6849,945.8559,320.5212,-1.9991,936.1057,322.6753,-3.4794
475,1055.8103,300.4256,-2.7203,1045.8868,302.5203,-3.4509,1036.2285,305.3469,-3.2767,1026.9315,308.6340,-2.1901,1017.4545,311.8600,-0.5140,1008.0286,315.3600,1.0348,998.5526,318.1164,2.7287,988.4409,320.3364,3.6513,978.6867,321.0285,3.0977,968.2404,321.0289,2.5451,957.6243,320.7214,0.7023,947.6559,320.8243,-1.2754,938.0130,322.1690,-2.6457
476,1057.8008,300.3542,-1.9050,1048.0500,301.9318,-3.1804,1038.2834,304.1385,-3.5162,1028.7654,307.4489,-3.0125,1018.9872,310.6257,-1.6795,1009.8296,314.1366,0.1656,1000.0970,317.6140,1.6532,990.7531,320.1537,3.2605,980.7301,321.4817,3.6382,970.3090,321.9859,3.2767,960.0075,321.4274,1.5311,949.8858,321.5314,-0.2667,939.6142,321.7650,-1.7637
477,1059.5068,300.0117,-0.6796,1049.6324,301.4260,-2.6693,1039.8896,303.7573,-3.8379,1029.9859,306.2527,-3.6662,1020.6436,309.4914,-2.6236,1011.3340,313.3103,-1.1836,1001.8644,316.8822,0.8804,992.1737,319.6762,2.5547,982.3340,321.9132,3.7925,972.2249,323.1598,3.6314,962.2755,322.9352,2.6406,951.6206,322.0068,0.6768,941.4272,322.2238,-0.9964
478,1061.3650,300.1179,0.4215,1051.6202,301.5599,-1.3515,1041.4161,302.8330,-3.1101,1031.8179,305.1296,-3.5483,1022.3064,308.2002,-3.3429,1012.6773,311.8916,-1.8106,1003.2627,315.5210,-0.0845,993.9010,319.0039,1.5904,983.9945,321.7731,2.8882,974.5017,323.2784,3.5119,964.4193,323.9728,3.2509,953.9976,323.7440,2.0295,943.6818,322.9339,0.2438
479,1063.1389,300.3361,1.5985,1053.2942,301.2610,-0.5028,1043.1578,302.4030,-2.5156,1033.5316,304.4404,-3.3701,1023.6496,307.2814,-3.6655,1014.1968,310.3387,-2.6987,1005.1166,314.1178,-1.3972,995.4943,318.2656,0.3973,986.1641,321.3033,2.1804,976.1050,323.5720,3.2774,966.0863,324.6413,3.4395,955.6398,324.8759,2.7736,945.7612,324.1038,1.3829
480,1065.0943,300.4064,2.3470,1055.0823,301.3926,0.6935,1045.0026,302.5306,-1.4761,1035.2590,303.8699,-2.8612,1025.5553,306.2643,-3.7874,1015.8244,309.1378,-3.4579,1006.4716,312.6773,-2.3978,997.1541,316.8925,-0.8151,987.6627,320.6728,1.3072,977.9631,323.3912,2.9038,968.0652,325.1988,3.6186,958.1277,325.9577,3.5169,947.6999,325.2109,2.1122
481,1066.7314,300.6913,3.0371,1057.1734,301.6818,1.6052,1046.9631,302.6258,-0.1481,1037.0491,303.5508,-1.9226,1027.1474,305.5109,-3.3172,1017.4412,308.0362,-3.5301,1008.1080,311.3308,-2.9312,998.3964,315.0465,-1.7188,989.0420,319.4336,-0.0498,979.8921,323.0035,2.0252,970.1402,325.2501,3.1924,960.1917,326.4390,3.5830,949.6879,326.5070,3.1181
482,1068.9334,300.4643,3.6133,1058.9566,301.9472,2.7402,1048.7076,302.7164,1.1604,1038.7062,303.3542,-0.6939,1028.7828,305.1866,-2.7321,1018.9861,307.0354,-3.5266,1009.3253,309.9823,-3.6900,1000.1108,313.6635,-2.6157,990.9581,317.8209,-0.8780,981.5651,321.7398,0.8258,971.4966,325.0314,2.5562,962.1232,326.9838,3.8072,951.9439,327.5456,3.4969
483,1070.3817,300.5500,3.3798,1060.6579,302.0761,2.9539,1050.6715,303.2955,1.7370,1040.6153,304.1344,0.1524,1030.8538,305.1098,-1.6551,1020.8386,306.3863,-2.8804,1011.2340,308.6573,-3.7129,1001.3538,312.0411,-3.0765,992.0048,316.3578,-2.1331,982.7108,320.4870,-0.1205,973.4080,324.3442,1.5847,963.7666,327.2475,2.8622,954.3028,328.7085,3.4671
484,1072.5844,300.2832,3.3832,1062.8419,302.4491,3.4359,1052.5614,303.6290,3.0503,1042.7646,304.2220,1.2762,1032.3223,304.9987,-0.4514,1022.5237,306.2036,-2.1556,1012.9353,307.9778,-3.4521,1003.1203,311.0387,-3.6644,993.7533,314.6253,-2.7799,984.2074,319.1327,-1.5698,974.8288,323.0194,0.5758,965.4621,326.4895,2.1439,956.0309,329.0791,3.5124
485,1074.2063,300.3017,3.0138,1064.7581,302.5013,3.4755,1054.7734,303.8265,3.1338,1044.3351,304.7853,2.3455,1034.2636,305.4181,0.8429,1024.6671,306.1243,-1.1446,1014.5627,307.4277,-2.7644,1004.9291,309.6956,-3.2829,994.8880,312.9956,-3.1828,985.8592,317.2751,-2.3265,976.5636,321.8039,-0.5648,967.3687,325.4457,1.3718,957.4800,328.8534,2.7889
486,1076.1313,299.7063,1.8795,1066.2296,302.3318,3.2338,1056.4054,303.7723,3.4516,1046.5161,304.9003,3.2488,1036.6300,305.9344,1.4935,1026.3047,306.2612,-0.1617,1016.2933,307.4526,-1.9616,1006.2181,308.5488,-3.2883,997.0676,311.6566,-3.7278,987.4220,315.6285,-3.1017,978.0813,320.1037,-1.5178,968.5835,324.3387,0.2919,959.4278,328.2191,1.9517
487,1077.6986,299.1316,1.0095,1068.0778,301.8267,2.6149,1058.4704,304.0583,3.6314,1048.1455,305.6131,3.3438,1038.3400,306.3822,2.4488,1028.5900,306.8371,0.9480,1018.3246,307.2878,-0.7844,1008.3803,308.6026,-2.5300,998.4156,311.0715,-3.1126,988.5057,313.9563,-3.5620,979.4491,317.7749,-2.6554,970.4137,322.5689,-1.0387,961.3809,327.0076,0.8549
488,1079.3332,298.2403,0.0191,1070.1379,301.4091,1.5764,1060.0006,303.9393,3.1444,1050.2421,305.9144,3.7184,1040.2591,306.7328,3.0445,1030.1902,307.2051,1.8730,1020.2518,307.6879,0.2173,1009.9731,308.3228,-1.5686,1000.0976,309.5828,-2.8463,990.2526,312.5169,-3.6026,981.0663,316.4099,-3.2283,971.5988,320.6373,-2.1268,962.4709,325.5552,-0.1870
489,1081.0634,297.4645,-1.6274,1071.5283,300.4165,0.5577,1061.8401,303.2860,2.2204,1052.1787,305.7251,3.6015,1042.2024,307.6975,3.4573,1032.2618,307.8178,2.9887,1021.8097,308.4237,1.1026,1012.0175,308.7430,-0.4483,1002.0311,309.5562,-2.2189,991.8535,311.5298,-3.5685,982.5699,314.7490,-3.5912,973.1641,318.9812,-2.8297,963.7712,323.6097,-1.4134
490,1082.6847,296.4217,-2.3718,1073.1119,299.8218,-0.6612,1063.7353,302.5423,1.3195,1053.9247,305.5560,2.8111,1044.1322,307.5699,3.6575,1034.1906,308.5800,3.3093,1024.2549,308.8646,2.1349,1013.6956,309.1651,0.7630,1003.9705,309.7086,-1.1781,993.7780,310.8480,-2.9668,984.1105,313.2456,-3.6253,974.5646,316.8175,-3.1961,965.4641,321.3896,-2.1588
491,1084.4341,295.6526,-3.1021,1074.7405,298.6912,-1.6953,1065.0698,301.7818,0.1617,1055.6607,304.8273,1.8870,1045.5432,307.5646,3.0288,1036.1157,309.1320,3.7529,1026.1121,309.7854,3.1364,1015.8189,310.1224,1.8626,1005.5131,310.1667,0.0335,995.7831,310.9501,-1.8090,985.7272,312.3283,-3.0682,976.0627,315.3143,-3.6823,966.7756,319.3785,-2.9200
492,1086.1965,295.1450,-3.4714,1076.4531,297.5217,-2.7403,1066.9145,301.3026,-1.0682,1057.3988,304.1579,0.8214,1047.9337,307.0570,2.6633,1037.9774,309.1885,3.4360,1028.0910,310.4813,3.3603,1018.0941,310.8596,2.5869,1007.4393,310.8852,1.2109,997.5910,311.1850,-0.8289,987.4788,312.0561,-2.6380,977.6456,314.3594,-3.4128,968.3737,317.5730,-3.5908
493,1087.7081,294.3508,-3.5471,1077.9122,297.0528,-3.2022,1068.2526,300.0474,-2.5492,1059.0633,303.3471,-0.1203,1049.0899,306.4798,1.5748,1039.7783,309.2173,3.3726,1030.0626,310.9377,3.3651,1019.7971,311.8586,3.3167,1009.6101,311.8364,2.1893,999.5616,311.6372,0.3018,989.4765,312.0039,-1.6550,979.3189,313.0581,-3.0051,969.5252,316.0806,-3.3280
494,1089.4633,293.2879,-3.2472,1079.8834,295.8543,-3.4739,1070.0140,298.6863,-2.5593,1060.7877,302.1186,-1.3435,1050.8359,305.6815,0.4882,1041.5000,308.7569,2.1963,1032.0580,310.8584,3.2170,1021.9858,312.2628,3.5926,1011.8531,312.7330,3.1282,1001.6854,312.1469,1.2767,991.4408,312.5737,-0.6422,981.0970,313.1214,-2.3339,971.1777,314.9354,-3.4820
495,1091.2437,292.7129,-2.6187,1081.5930,295.0237,-3.4272,1071.8369,298.0627,-3.3870,1062.0663,300.9879,-2.3508,1052.7244,304.5336,-0.7929,1042.9905,307.5987,1.2964,1033.5786,310.8687,2.7787,1023.8066,312.5429,3.5028,1013.7315,313.2361,3.5247,1003.5271,313.1151,2.3608,992.8598,313.2558,0.8276,983.0053,313.2229,-1.1817,973.1551,314.4410,-2.5678
496,1092.8154,292.6946,-1.8622,1083.0672,294.5049,-3.0861,1073.5069,296.7569,-3.6127,1063.8678,299.7930,-3.0770,1054.3768,303.3394,-1.7032,1044.6675,307.0107,0.0870,1035.6356,310.2297,2.0045,1025.6139,312.6724,3.2276,1015.8676,314.0831,3.5991,1005.6706,314.4148,2.9079,995.2728,314.2641,1.8767,984.9899,313.6744,-0.2323,974.9210,314.3020,-1.7053
497,1094.9307,292.9473,-0.8103,1084.9223,293.9191,-2.4920,1074.8212,296.0509,-3.5328,1065.0271,298.6994,-3.5044,1055.6619,301.7587,-2.6458,1046.3867,305.4671,-1.1086,1036.8673,309.0903,0.8011,1027.2472,312.7781,2.8379,1017.4879,314.5145,3.3182,1007.4525,315.3160,3.4962,997.3887,315.5271,2.4634,987.2011,314.8124,0.9532,976.6608,314.7281,-0.8185
498,1096.7805,292.2737,0.3164,1086.6646,293.9276,-1.6605,1076.6522,295.2889,-3.0600,1067.0979,297.4756,-3.5927,1057.5574,300.7211,-3.1429,1047.9593,304.3431,-1.7281,1038.7047,308.1832,-0.3075,1029.1811,311.6352,1.5913,1019.2717,314.6703,2.8918,1009.4641,315.6973,3.4754,999.5068,316.2080,3.2683,989.1444,316.0531,2.0481,978.9499,315.3100,0.3444
499,1098.2383,292.6459,1.3388,1088.1289,293.7915,-0.5978,1078.3738,294.9053,-2.3569,1068.7775,296.9624,-3.2715,1058.9765,299.4332,-3.6000,1049.6280,303.0280,-2.8777,1040.1869,306.8635,-1.0269,1030.6405,310.5680,0.3554,1021.5157,313.9910,2.6992,1011.5533,316.1657,3.3714,1001.4816,317.2363,3.2016,991.0687,317.1182,2.6232,980.7783,316.7663,1.2750
500,1100.4247,292.4836,2.3030,1090.3565,293.7713,0.3586,1080.3664,295.0297,-1.3151,1070.4474,296.6245,-2.6995,1060.7294,298.6640,-3.7130,1051.0136,301.6256,-3.3757,1041.6027,305.1094,-2.1258,1032.6521,309.5112,-0.4566,1022.9785,312.9985,1.1790,1013.2977,315.9270,2.6562,1003.2401,317.7074,3.3853,993.2690,318.2450,3.2783,983.0804,317.5388,2.5341
501,1102.0792,292.9576,3.2796,1092.3472,294.1338,1.7328,1082.2719,294.6797,0.0452,1072.2910,296.1294,-1.8866,1062.3274,297.8542,-3.2691,1052.8525,300.5096,-3.6066,1042.9632,303.9598,-2.8228,1033.7067,307.8566,-1.6778,1024.6169,311.7333,0.2011,1014.8730,315.4525,2.1367,1005.1623,317.8886,3.0975,994.9270,319.1775,3.2504,985.3350,318.7966,3.0394
502,1104.0315,293.0237,3.3568,1094.3054,294.3549,2.6450,1084.3826,295.6479,1.2000,1073.9990,295.7417,-0.6772,1064.2051,297.3994,-2.4223,1054.2266,299.4566,-3.5777,1044.8317,302.3421,-3.6835,1035.1981,306.2597,-2.5630,1026.0287,310.4236,-1.1752,1016.5664,314.2777,0.8776,1007.0989,317.6786,2.6760,997.0200,319.5130,3.5789,986.9215,320.3045,3.4324
503,1105.9773,293.2303,3.6317,1096.0513,294.5168,3.2343,1086.2453,295.5823,2.1293,1075.8583,296.4000,0.4742,1065.8777,297.3723,-1.4514,1056.1316,298.7096,-2.7907,1046.4605,301.2838,-3.5864,1036.6393,304.7014,-3.2490,1027.4567,308.7656,-2.1141,1018.1663,313.2789,-0.2150,1008.5403,317.0156,1.3671,999.0433,319.4068,2.9349,989.4112,320.5190,3.4822
504,1107.4824,293.2259,3.6239,1097.9195,295.0279,3.1343,1087.9533,296.1097,2.9343,1077.7679,296.7365,1.2538,1067.8171,297.4270,-0.4452,1057.7399,298.5153,-2.1359,1047.9678,300.3246,-2.9731,1038.3721,303.3147,-3.5645,1028.9040,306.8594,-3.1740,1019.9248,311.4706,-1.3033,1010.2801,315.5958,0.2285,1000.9089,318.8952,1.9801,991.1274,321.3753,3.2777
505,1109.8598,292.8529,3.0791,1099.6590,294.8781,3.7238,1089.9656,296.3372,3.1850,1079.5785,297.2910,2.0943,1069.8315,298.0248,0.7614,1059.3728,298.8307,-1.2014,1049.3439,299.8776,-2.9435,1039.9640,302.2099,-3.6124,1030.4446,305.4138,-3.6175,1020.9202,309.5101,-2.3870,1011.9462,314.2229,-0.6273,1002.5021,318.3536,1.2556,993.0630,321.2309,2.7225
506,1111.4223,292.2190,1.7739,1101.2870,294.7100,3.1737,1091.8141,296.6651,3.6136,1081.4887,297.3330,3.1289,1071.6691,298.3622,1.6693,1061.4626,298.5635,-0.3909,1051.6753,300.0220,-2.0388,1041.3570,301.0775,-3.4096,1031.9947,304.3881,-3.5257,1022.6429,307.9289,-2.9653,1013.1417,312.4521,-1.4859,1003.7666,317.1105,0.1307,994.3721,320.5415,1.8719
507,1112.8202,291.5042,1.1061,1103.2844,294.3817,2.3663,1093.3688,296.4907,3.7173,1083.8459,298.2795,3.5817,1073.5768,298.9501,2.4609,1063.9323,299.4549,0.7951,1053.2102,299.6101,-0.9568,1043.3674,301.2416,-2.2286,1033.6416,303.0815,-3.5870,1023.8625,306.4732,-3.4872,1015.0304,310.6829,-2.6675,1005.4898,314.8518,-0.9158,996.2910,319.4569,0.5790
508,1114.8585,290.7487,-0.2686,1105.0447,293.9356,1.5260,1095.0774,296.6934,3.1891,1085.4673,298.2930,3.2755,1075.7074,299.6382,3.1711,1065.2180,299.7246,1.8129,1055.1801,300.2323,0.3669,1045.0670,300.9584,-1.5510,1035.5077,302.3049,-3.2011,1025.4665,305.0878,-3.7111,1016.2088,308.8510,-3.2776,1006.9752,313.1360,-1.9974,997.7674,317.7623,-0.3527
509,1116.3749,290.0294,-1.4643,1106.5482,292.8114,0.5653,1097.0210,295.9026,2.1906,1087.2408,298.5073,3.4235,1077.3880,299.6750,3.5669,1067.5882,300.5710,2.9260,1057.0788,300.5604,1.5281,1047.0578,301.3324,-0.6231,1037.2846,302.1883,-2.2484,1027.1984,304.0201,-3.5012,1017.7513,307.1891,-3.6412,1008.1486,311.2045,-2.9093,999.1490,316.0365,-1.2886
510,1118.0698,288.9670,-2.2978,1108.1029,292.1387,-0.6062,1098.7443,295.3863,1.2617,1089.0004,297.9812,2.2955,1079.3751,299.8390,3.4636,1069.3945,301.0449,3.5112,1059.3504,301.6291,2.3970,1048.9154,301.6083,0.8391,1038.9365,302.0405,-0.9744,1028.9626,303.2089,-2.7251,1019.2966,306.0316,-3.5819,1009.9142,309.6087,-3.3756,1000.3015,314.1852,-2.2236
511,1119.4350,288.1439,-2.9081,1110.0296,291.3125,-1.8206,1100.4194,294.5113,-0.0301,1090.4731,297.4377,1.9775,1081.1247,299.8235,3.1626,1071.4520,301.6013,3.5979,1061.2642,302.2419,2.9370,1051.1070,302.6884,1.9554,1040.9814,302.6836,0.0123,1030.7198,302.9012,-2.0287,1021.0002,305.0932,-3.0195,1011.3528,308.1062,-3.6479,1001.6947,311.9604,-3.1522
512,1121.2233,287.3209,-3.5226,1111.9685,290.1046,-2.6162,1102.0607,293.4173,-1.0889,1092.3255,296.7825,0.7498,1082.9358,299.6513,2.2150,1073.1361,301.7564,3.2902,1062.9938,302.8172,3.6234,1053.0396,303.4375,2.4680,1042.8529,303.3705,1.0771,1032.8754,303.4682,-0.7167,1022.6389,304.3343,-2.3658,1012.7765,306.6406,-3.3612,1003.3679,310.2567,-3.5047
513,1122.8847,286.6795,-3.7509,1113.3195,289.3336,-3.2008,1103.8582,292.5042,-2.1598,1094.2213,295.8547,-0.0966,1084.9871,299.0537,1.6280,1075.0172,301.3357,3.0858,1064.9475,303.1333,3.6035,1055.1508,304.1059,3.3722,1045.1024,304.3883,2.2785,1034.5524,304.2284,0.3373,1024.3647,304.4800,-1.5848,1014.6023,305.9860,-3.1564,1005.0252,308.7688,-3.3058
514,1124.6421,285.9988,-3.2696,1115.0488,288.5335,-3.6130,1105.2514,291.2896,-2.7240,1095.7959,294.6421,-1.4617,1086.3450,298.0906,0.2050,1076.6591,300.8969,2.3061,1067.0253,303.1259,3.3566,1056.9968,304.8911,3.4909,1046.9679,304.8182,2.6996,1036.3317,304.9664,1.4512,1026.5393,305.2033,-0.3587,1016.6545,305.5545,-2.1364,1006.7433,307.7439,-3.2703
515,1126.4709,285.1144,-2.6089,1116.5966,287.5582,-3.5107,1107.1204,290.2368,-3.6369,1097.3742,293.5506,-2.1671,1087.7877,296.7149,-0.9185,1078.3241,300.6639,1.2645,1069.0030,303.4243,2.9205,1059.1494,305.1138,3.4822,1048.9114,306.0122,3.3391,1038.6040,306.0679,2.7083,1028.5495,305.5630,0.5703,1018.3405,305.9288,-1.3567,1008.3150,306.8884,-2.6731
516,1128.2717,285.0728,-2.0386,1118.6842,286.8614,-3.2373,1108.5684,289.1060,-3.3603,1099.0208,292.1244,-3.0632,1089.5037,295.8288,-1.7015,1079.5776,299.4535,-0.1714,1070.5714,302.7215,2.1391,1060.8416,305.4799,3.4053,1051.0134,306.4104,3.7280,1040.9820,307.1779,2.9094,1030.7728,306.6006,1.6989,1020.2362,306.4128,0.0763,1010.1626,306.8407,-1.7903
517,1129.8789,285.1291,-0.7690,1120.1393,286.5574,-2.5230,1110.2791,288.6503,-3.7622,1100.6367,291.0729,-3.4221,1091.0608,294.6076,-2.6655,1081.5658,298.3400,-1.0629,1071.8672,301.8638,1.0155,1062.4096,304.8599,2.2811,1052.7246,306.9289,3.5537,1042.7966,307.7198,3.6478,1032.8025,307.7289,2.6496,1022.2204,307.3667,0.8641,1011.9459,307.1896,-1.0509
518,1131.7579,285.0476,0.3876,1121.6141,286.3468,-1.6374,1112.0032,287.9313,-2.9338,1101.9804,289.9879,-3.3866,1092.4870,293.1323,-3.1669,1083.1666,296.8842,-1.8432,1073.8310,300.8504,-0.3102,1064.4300,304.3568,1.8478,1054.4910,306.9962,3.1247,1044.5892,308.1208,3.4599,1034.3768,309.2112,3.3039,1024.3638,308.4447,2.0551,1014.0097,308.1583,0.2749
519,1133.8207,285.5016,1.2535,1123.6598,286.4514,-0.5827,1113.5790,287.7302,-2.2675,1104.1674,289.6909,-3.4305,1093.9415,291.9757,-3.4923,1084.7390,295.4588,-2.9204,1075.2899,299.3222,-1.5397,1065.8821,303.4612,0.4818,1056.4847,306.4053,2.1592,1046.5344,308.3899,3.2552,1036.7423,309.6704,3.8031,1026.5364,309.8287,2.9283,1016.1286,309.1844,1.2027
520,1135.2335,285.5148,2.2394,1125.5663,286.0510,0.7173,1115.3774,287.6950,-1.1698,1105.5737,289.1478,-2.6491,1095.8502,291.0588,-3.5050,1086.1696,294.4178,-3.4956,1076.6512,297.7373,-2.1942,1067.4567,301.6874,-0.6781,1057.8573,305.6743,1.2727,1048.3609,308.5363,2.8595,1038.6919,310.4274,3.4131,1028.4299,310.6287,3.5471,1018.2965,310.3921,2.2727
521,1137.2054,285.6810,3.0266,1127.5350,286.5821,1.4333,1117.4043,287.5908,-0.3026,1107.5183,288.5816,-1.7720,1097.5483,290.2205,-3.0731,1088.0645,293.2155,-3.4205,1078.4068,296.3448,-3.0101,1068.9266,300.3213,-1.7316,1059.7379,304.4599,-0.1815,1050.1584,307.8576,1.8237,1040.4215,310.4558,3.2558,1030.3502,311.8011,3.4612,1020.2470,311.7013,2.7213
522,1139.0781,285.8219,3.6576,1129.3202,286.8482,2.5629,1119.3219,287.5409,0.9590,1109.2170,288.9978,-0.9534,1099.3245,290.1641,-2.5416,1089.7237,291.8735,-3.6059,1079.7661,294.9164,-3.7177,1070.6867,298.7257,-2.5662,1061.0769,303.0197,-0.9318,1051.6711,307.1238,0.5382,1042.1818,310.1822,2.7564,1032.5561,312.0561,3.4354,1022.3565,312.7590,3.4897
523,1141.0681,285.7237,3.7325,1131.2877,287.3851,3.3223,1121.3074,288.1225,2.0331,1111.0304,288.8766,0.3042,1101.1341,290.2469,-1.6477,1091.3457,291.5931,-2.8333,1081.5689,293.6224,-3.3913,1072.0251,296.9913,-2.8539,1062.8058,301.4368,-2.1274,1053.3810,305.7508,-0.2378,1043.9171,309.2553,1.5246,1034.3417,312.2093,3.2176,1024.5093,313.3344,3.3418
524,1142.8976,285.4820,3.4024,1133.0257,287.3312,3.5786,1123.3213,288.4637,2.8273,1113.1358,289.2441,1.3871,1103.0205,290.0986,-0.6818,1093.2719,291.0577,-1.8870,1083.2191,293.1123,-3.6480,1073.6358,295.7301,-3.5909,1063.8608,299.8379,-2.5501,1054.9033,303.9994,-1.2446,1045.4606,308.3803,0.6105,1036.0635,311.5962,2.2358,1026.2146,313.9913,3.1739
525,1144.7119,285.5693,2.7499,1134.7389,287.3888,3.5916,1125.1534,288.9827,3.6681,1114.9807,289.8635,2.2278,1105.1527,290.5278,0.7142,1094.8746,291.2591,-1.1733,1084.6497,292.3280,-2.7544,1075.1702,294.9684,-3.4539,1065.6596,298.2839,-3.5687,1056.2429,302.3138,-2.2747,1046.9656,306.6215,-0.6477,1037.6365,310.6284,0.9820,1028.0704,313.7327,2.9705
